src_tags	tgt_tags	distinct_tags
['prn', 'pos', 'clt', 'p2', 'mfn', 'pl']	['prn', 'obj', 'p2', 'mf', 'pl']	['mfn', 'clt', 'pos', 'obj', 'mf']
['prn', 'pos', 'clt', 'p3', 'mfn', 'pl']	['prn', 'obj', 'p3', 'mf', 'pl']	['mfn', 'clt', 'pos', 'obj', 'mf']
['prn', 'ref', 'pos']	['prn', 'pos', 'mf', 'sp']	['ref', 'sp', 'mf']
['prn', 'pers', 'clt', 'p1', 'mfn', 'sg']	['prn', 'obj', 'p1', 'mf', 'sg']	['clt', 'mfn', 'pers', 'obj', 'mf']
['prn', 'pers', 'clt', 'p2', 'mfn', 'sg']	['prn', 'obj', 'p2', 'mf', 'sg']	['clt', 'mfn', 'pers', 'obj', 'mf']
['prn', 'pers', 'clt', 'p3', 'nt', 'sg']	['prn', 'obj', 'p3', 'nt', 'sg']	['pers', 'clt', 'obj']
['prn', 'pers', 'clt', 'p3', 'm', 'sg']	['prn', 'obj', 'p3', 'm', 'sg']	['pers', 'clt', 'obj']
['prn', 'pers', 'clt', 'p3', 'f', 'sg']	['prn', 'obj', 'p3', 'f', 'sg']	['pers', 'clt', 'obj']
['prn', 'pers', 'clt', 'p1', 'mfn', 'pl']	['prn', 'obj', 'p1', 'mf', 'pl']	['clt', 'mfn', 'pers', 'obj', 'mf']
['prn', 'pers', 'clt', 'p2', 'mfn', 'pl']	['prn', 'obj', 'p2', 'mf', 'pl']	['clt', 'mfn', 'pers', 'obj', 'mf']
['prn', 'pers', 'clt', 'p3', 'mfn', 'pl']	['prn', 'obj', 'p3', 'mf', 'pl']	['clt', 'mfn', 'pers', 'obj', 'mf']
['prn', 'neg']	['prn', 'ind', 'mf', 'sg']	['sg', 'ind', 'mf', 'neg']
['prn', 'tot']	['prn', 'qnt']	['tot', 'qnt']
['prn', 'tot']	['prn', 'ind', 'mf', 'sg']	['tot', 'sg', 'ind', 'mf']
['prn', 'tot']	['prn', 'qnt', 'mf', 'sp']	['tot', 'qnt', 'sp', 'mf']
['prn', 'neg']	['det', 'ind', 'sg']	['det', 'ind', 'prn', 'sg', 'neg']
['prn', 'dem']	['det', 'ind', 'sp']	['det', 'sp', 'ind', 'prn', 'dem']
['prn', 'ind', 'm', 'sg']	['prn', 'ind', 'mf', 'sg']	['mf', 'm']
['prn', 'ind', 'f', 'sg']	['prn', 'ind', 'mf', 'sg']	['f', 'mf']
['prn', 'ind', 'nt', 'sg']	['prn', 'ind', 'mf', 'sg']	['mf', 'nt']
['prn', 'ind', 'GD', 'sg']	['prn', 'ind', 'mf', 'sg']	['mf', 'GD']
['prn', 'ind', 'mfn', 'pl']	['prn', 'ind', 'mf', 'pl']	['mfn', 'mf']
['prn', 'tot', 'm', 'sg']	['prn', 'ind', 'mf', 'sg']	['tot', 'mf', 'ind', 'm']
['prn', 'tot', 'f', 'sg']	['prn', 'ind', 'mf', 'sg']	['tot', 'f', 'ind', 'mf']
['prn', 'tot', 'nt', 'sg']	['prn', 'ind', 'mf', 'sg']	['tot', 'ind', 'mf', 'nt']
['prn', 'tot', 'GD', 'sg']	['prn', 'ind', 'mf', 'sg']	['tot', 'ind', 'mf', 'GD']
['prn', 'tot', 'mfn', 'pl']	['prn', 'qnt', 'mf', 'sp']	['qnt', 'sp', 'mfn', 'pl', 'tot', 'mf']
['prn', 'neg', 'mfn']	['prn', 'ind', 'mf']	['ind', 'mfn', 'mf', 'neg']
['prn', 'neg', 'm']	['prn', 'ind', 'mf']	['mf', 'ind', 'm', 'neg']
['prn', 'neg', 'f']	['prn', 'ind', 'mf']	['f', 'ind', 'mf', 'neg']
['prn', 'neg', 'nt']	['prn', 'ind', 'mf']	['ind', 'neg', 'mf', 'nt']
['prn', 'neg', 'GD']	['prn', 'ind', 'mf']	['ind', 'neg', 'mf', 'GD']
['prn', 'ind', 'ind']	['prn', 'ind', 'mf', 'pl']	['mf', 'pl']
['prn', 'ind']	['det', 'qnt', 'pl']	['det', 'qnt', 'ind', 'pl', 'prn']
['prn', 'def']	['det', 'def', 'pl']	['prn', 'det', 'pl']
['prn', 'def', 'prx']	['det', 'def', 'pl']	['prn', 'pl', 'det', 'prx']
['prn', 'def', 'dst']	['det', 'def', 'pl']	['prn', 'dst', 'det', 'pl']
['prn', 'ind']	['prn', 'ind', 'mf', 'pl']	['mf', 'pl']
['prn', 'itg']	['prn', 'itg', 'mf', 'sp']	['sp', 'mf']
['prn', 'ref', 'pos']	['adj']	['prn', 'ref', 'adj', 'pos']
['prn', 'rel']	['rel', 'nn', 'mf', 'sp']	['prn', 'sp', 'mf', 'nn']
['prn', 'rel']	['rel', 'an']	['prn', 'an']
['prn', 'rel']	['prn', 'ind', 'mf', 'sg']	['rel', 'sg', 'ind', 'mf']
['prn', 'rel']	['rel', 'adv']	['prn', 'adv']
['prn', 'itg']	['adv', 'itg']	['prn', 'adv']
['prn', 'rel']	['adv', 'itg']	['prn', 'itg', 'adv', 'rel']
['prn', 'rel']	['rel', 'nn']	['prn', 'nn']
['prn', 'itg']	['prn', 'itg', 'mf', 'pl']	['mf', 'pl']
['n', 'm']	['n', 'unc']	['m', 'unc']
['n', 'f']	['n', 'unc']	['f', 'unc']
['n', 'nt']	['n', 'unc']	['unc', 'nt']
['n', 'mfn', 'pl']	['n', 'pl']	['mfn']
['n', 'f', 'sg']	['n', 'pl']	['sg', 'f', 'pl']
['n', 'f', 'pl']	['n', 'pl']	['f']
['n', 'f']	['n', 'acr']	['f', 'acr']
['n', 'mfn']	['n']	['mfn']
['n', 'nt', 'sg']	['n', 'pl']	['sg', 'pl', 'nt']
['n', 'm', 'sg']	['n', 'sg']	['m']
['n', 'm', 'pl']	['n', 'sg']	['sg', 'm', 'pl']
['np', 'top', 'f']	['np', 'top']	['f']
['np', 'ant', 'f']	['np', 'ant', 'm']	['f', 'm']
['np', 'cog', 'mfn']	['np', 'cog', 'mf']	['mfn', 'mf']
['np', 'al', 'f', 'sg']	['np', 'al', 'sg']	['f']
['np', 'al', 'mfn', 'sg']	['np', 'al', 'sg']	['mfn']
['vblex', 'perf', 'tv']	['vblex']	['perf', 'tv']
['vblex', 'imperf', 'tv']	['vblex']	['imperf', 'tv']
['vblex', 'imperf', 'iv']	['vblex']	['imperf', 'iv']
['vblex', 'perf', 'iv']	['vblex']	['perf', 'iv']
['np', 'org', 'm', 'sg']	['np', 'org', 'sg']	['m']
['np', 'org', 'f', 'sg']	['np', 'org', 'sg']	['f']
['np', 'cog', 'mfn', 'sg']	['np', 'cog', 'sg']	['mfn']
['np', 'cog', 'm']	['np', 'cog', 'mfn']	['mfn', 'm']
['np', 'np', 'loc', 'sg']	['np', 'loc', 'f', 'pl']	['sg', 'f', 'pl']
['prn', 'rel', 'sg']	['rel', 'aa', 'f', 'sg']	['prn', 'f', 'aa']
['prn', 'rel', 'pl']	['rel', 'aa', 'f', 'pl']	['prn', 'f', 'aa']
['prn', 'tn', 'sg', 'nom']	['prn', 'tn', 'p3', 'nt']	['sg', 'nom', 'p3', 'nt']
['prn', 'pro', 'ref', 'p3', 'mf', 'sp']	['prn', 'enc', 'ref', 'p3', 'mf', 'sp']	['pro', 'enc']
['np', 'al', 'pl']	['n', 'acr', 'm', 'pl']	['acr', 'm', 'al', 'np', 'n']
['np', 'al']	['n', 'm', 'pl']	['m', 'pl', 'al', 'np', 'n']
['np', 'ant']	['n', 'm']	['m', 'ant', 'np', 'n']
['vblex', 'geradj']	['adj']	['adj', 'geradj', 'vblex']
['prn', 'obj', 'p1', 'mf', 'pl']	['prn', 'pro', 'p1', 'f', 'pl']	['pro', 'f', 'obj', 'mf']
['prn', 'obj', 'p2', 'mf', 'sp']	['prn', 'pro', 'p2', 'f', 'pl']	['sp', 'pro', 'pl', 'f', 'obj', 'mf']
['np', 'al', 'sp']	['n', 'f', 'pl']	['sp', 'pl', 'f', 'al', 'np', 'n']
['det', 'pos']	['det', 'def']	['pos', 'def']
['det', 'qnt']	['predet']	['det', 'qnt', 'predet']
['prn', 'tn', 'pl']	['prn', 'tn', 'm', 'sg']	['sg', 'm', 'pl']
['prn', 'enc', 'p3', 'm', 'sg']	['prn', 'enc', 'p3', 'mn', 'sg']	['m', 'mn']
['prn', 'enc', 'p3', 'nt']	['prn', 'enc', 'p3', 'mn']	['mn', 'nt']
['prn', 'pro', 'p3', 'm', 'sg']	['prn', 'pro', 'p3', 'mn', 'sg']	['m', 'mn']
['prn', 'pro', 'p3', 'mf', 'sg']	['prn', 'pro', 'p3', 'mn', 'sg']	['mf', 'mn']
['prn', 'enc', 'p3', 'mf', 'sp']	['prn', 'enc', 'p3', 'mf', 'ND']	['sp', 'ND']
['prn', 'enc', 'p3', 'mf', 'sg']	['prn', 'enc', 'p3', 'mfn', 'sg']	['mfn', 'mf']
['prn', 'enc', 'p3', 'mf', 'pl']	['prn', 'enc', 'p3', 'mfn', 'pl']	['mfn', 'mf']
['prn', 'pro', 'p3', 'f', 'pl']	['prn', 'pro', 'p3', 'fn', 'pl']	['f', 'fn']
['prn', 'enc', 'p3', 'f', 'pl']	['prn', 'enc', 'p3', 'fn', 'pl']	['f', 'fn']
['prn', 'enc', 'ref', 'p3', 'mf', 'sp']	['prn', 'enc', 'ref', 'p3', 'mfn', 'sp']	['mfn', 'mf']
['prn', 'pro', 'ref', 'p3', 'mf']	['prn', 'pro', 'ref', 'p3', 'mfn']	['mfn', 'mf']
['adj', 'mf', 'sg']	['adj', 'mn', 'sg']	['mf', 'mn']
['adj', 'mf', 'pl']	['adj', 'fn', 'pl']	['fn', 'mf']
['adj', 'f', 'pl']	['adj', 'fn', 'pl']	['f', 'fn']
['adj', 'GD', 'pl']	['adj', 'mfn', 'pl']	['mfn', 'GD']
['adj', 'm', 'sg']	['adj', 'mn', 'sg']	['m', 'mn']
['adj', 'f', 'pl']	['adj', 'mfn', 'pl']	['f', 'mfn']
['adj', 'm', 'pl']	['adj', 'mfn', 'pl']	['mfn', 'm']
['adj', 'mf']	['adj', 'fn']	['fn', 'mf']
['n', 'acr', 'f']	['n', 'acr', 'nt']	['f', 'nt']
['n', 'acr', 'm']	['n', 'acr', 'nt']	['m', 'nt']
['adj', 'f']	['adj', 'mfn']	['f', 'mfn']
['adj', 'm']	['adj', 'mfn']	['mfn', 'm']
['adj', 'GD']	['adj', 'mfn']	['mfn', 'GD']
['np', 'al', 'm']	['np', 'al', 'nt']	['m', 'nt']
['det', 'ind', 'mf']	['det', 'ind', 'mfn']	['mfn', 'mf']
['prn', 'tn', 'mf', 'ND']	['prn', 'tn', 'mf', 'sg']	['sg', 'ND']
['prn', 'tn', 'mf', 'pl']	['prn', 'tn', 'mf', 'sg']	['sg', 'pl']
['num', 'mf', 'pl']	['num', 'm', 'pl']	['m', 'mf']
['n', 'acr', 'm', 'sg']	['n', 'acr', 'nt', 'pl']	['sg', 'pl', 'm', 'nt']
['det', 'pos', 'mf']	['adj', 'pos', 'GD']	['det', 'adj', 'mf', 'GD']
['adj', 'ind', 'GD', 'pl']	['adj', 'ind', 'mfn', 'pl']	['mfn', 'GD']
['adj', 'ind', 'f', 'pl']	['adj', 'ind', 'fn', 'pl']	['f', 'fn']
['adj', 'ind', 'm', 'sg']	['adj', 'ind', 'mn', 'sg']	['m', 'mn']
['n', 'f', 'sg']	['n', 'nt', 'sg']	['f', 'nt']
['adj', 'f', 'sg']	['adj', 'fn', 'pl']	['sg', 'f', 'fn', 'pl']
['det', 'ind', 'GD', 'pl']	['det', 'ind', 'mfn', 'pl']	['mfn', 'GD']
['det', 'ind', 'm', 'sg']	['det', 'ind', 'mn', 'sg']	['m', 'mn']
['det', 'ind', 'f', 'pl']	['det', 'ind', 'mfn', 'pl']	['f', 'mfn']
['det', 'ind', 'm', 'pl']	['det', 'ind', 'mfn', 'pl']	['mfn', 'm']
['adj', 'ind', 'f', 'pl']	['adj', 'ind', 'mfn', 'pl']	['f', 'mfn']
['adj', 'ind', 'm', 'pl']	['adj', 'ind', 'mfn', 'pl']	['mfn', 'm']
['np', 'loc', 'f', 'pl']	['np', 'loc', 'm', 'sg']	['sg', 'f', 'm', 'pl']
['np', 'loc', 'm', 'sg']	['np', 'loc', 'f', 'sg']	['f', 'm']
['np', 'loc', 'f']	['np', 'loc', 'm']	['f', 'm']
['np', 'loc', 'm', 'sg']	['np', 'loc', 'm', 'pl']	['sg', 'pl']
['np', 'loc', 'f', 'sg']	['np', 'loc', 'm', 'sg']	['f', 'm']
['prn', 'itg', 'mf', 'ND']	['prn', 'itg', 'mf', 'sg']	['sg', 'ND']
['prn', 'itg', 'mf', 'pl']	['prn', 'itg', 'mf', 'sg']	['sg', 'pl']
['predet', 'def', 'GD', 'ND']	['predet', 'def', 'mf', 'sp']	['sp', 'GD', 'mf', 'ND']
['predet', 'def', 'm', 'pl']	['predet', 'def', 'mf', 'sp']	['sp', 'mf', 'm', 'pl']
['predet', 'def', 'm', 'sg']	['predet', 'def', 'mf', 'sp']	['sg', 'sp', 'mf', 'm']
['predet', 'def', 'f', 'sg']	['predet', 'def', 'mf', 'sp']	['sg', 'f', 'mf', 'sp']
['predet', 'def', 'f', 'pl']	['predet', 'def', 'mf', 'sp']	['sp', 'f', 'mf', 'pl']
['prn', 'tn', 'p3', 'mf', 'pl']	['prn', 'tn', 'p3', 'mf', 'sp']	['sp', 'pl']
['prn', 'tn', 'p3', 'mf', 'sg']	['prn', 'tn', 'p3', 'mf', 'sp']	['sg', 'sp']
['prn', 'tn', 'p3', 'mf', 'ND']	['prn', 'tn', 'p3', 'mf', 'sp']	['sp', 'ND']
['n', 'f', 'pl']	['n', 'nt', 'sg']	['sg', 'f', 'nt', 'pl']
['n', 'm', 'sg']	['n', 'nt', 'pl']	['sg', 'pl', 'm', 'nt']
['adj', 'mf', 'pl']	['adj', 'mn', 'pl']	['mf', 'mn']
['adj', 'mf']	['adj', 'mn']	['mf', 'mn']
['det', 'dem', 'mf', 'sp']	['det', 'dem', 'sg']	['sp', 'sg', 'mf']
['det', 'dem', 'm']	['det', 'dem']	['m']
['det', 'dem', 'f']	['det', 'dem']	['f']
['det', 'dem', 'mf']	['det', 'dem']	['mf']
['det', 'itg', 'sp']	['adv', 'itg']	['det', 'sp', 'adv']
['det', 'pos', 'f']	['det', 'pos']	['f']
['det', 'pos', 'm']	['det', 'pos']	['m']
['det', 'def']	['det', 'dem']	['dem', 'def']
['prn', 'tn', 'm', 'sg']	['prn', 'ind', 'mf', 'sg']	['tn', 'mf', 'ind', 'm']
['prn', 'tn']	['prn', 'dem']	['tn', 'dem']
['prn', 'tn', 'm']	['prn', 'ind', 'mf']	['tn', 'mf', 'ind', 'm']
['pr', 'S1']	['pr']	['S1']
['det', 'ord', 'sp']	['adj', 'ord']	['det', 'sp', 'adj']
['n', 'mf']	['n']	['mf']
['np', 'org', 'f']	['n']	['f', 'n', 'np', 'org']
['n', 'f']	['n', 'pl']	['f', 'pl']
['np', 'al', 'm']	['np', 'al']	['m']
['n', 'mf']	['n', 'unc']	['mf', 'unc']
['n', 'm', 'S1']	['n']	['m', 'S1']
['n', 'm']	['n', 'pl']	['m', 'pl']
['np', 'top', 'm', 'sg']	['np', 'top', 'sg']	['m']
['np', 'org', 'f']	['np', 'org']	['f']
['n', 'f', 'pl']	['n', 'sg']	['sg', 'f', 'pl']
['n', 'mf']	['n', 'pl']	['mf', 'pl']
['n', 'f', 'S1']	['n']	['f', 'S1']
['adj', 'pred']	['adj']	['pred']
['vaux', 'past', 'invariant']	['vblex', 'past']	['invariant', 'vaux', 'vblex']
['vaux', 'pii']	['vbmod', 'past']	['past', 'vbmod', 'vaux', 'pii']
['vaux', 'plu']	['vbmod', 'past']	['past', 'vbmod', 'vaux', 'plu']
['vblex', 'S1']	['vbmod']	['vbmod', 'vblex', 'S1']
['prn', 'subj', 'p2', 'mf', 'GD']	['prn', 'subj', 'p2', 'mf', 'sp']	['sp', 'GD']
['prn', 'subj', 'p2', 'mf', 'sp']	['prn', 'subj', 'p2', 'mf', 'pl']	['sp', 'pl']
['prn', 'obj', 'p2', 'mf', 'sg']	['prn', 'obj', 'p2', 'mf', 'sp']	['sg', 'sp']
['prn', 'obj', 'p2', 'mf', 'pl']	['prn', 'obj', 'p2', 'mf', 'sp']	['sp', 'pl']
['prn', 'obj', 'p3', 'mf', 'sg']	['prn', 'obj', 'p3', 'nt', 'sg']	['mf', 'nt']
['prn', 'ref', 'p3', 'mf', 'sg']	['prn', 'ref', 'p3', 'nt', 'sg']	['mf', 'nt']
['prn', 'emph', 'p1', 'mf', 'sg']	['prn', 'obj', 'p1', 'mf', 'sg']	['emph', 'obj']
['prn', 'emph', 'p2', 'mf', 'sg']	['prn', 'obj', 'p2', 'mf', 'sp']	['sg', 'emph', 'obj', 'sp']
['prn', 'emph', 'p2', 'mf', 'pl']	['prn', 'obj', 'p2', 'mf', 'sp']	['sp', 'emph', 'obj', 'pl']
['prn', 'emph', 'p3', 'm', 'sg']	['prn', 'obj', 'p3', 'm', 'sg']	['emph', 'obj']
['prn', 'emph', 'p3', 'f', 'sg']	['prn', 'obj', 'p3', 'f', 'sg']	['emph', 'obj']
['prn', 'emph', 'p3', 'mf', 'sg']	['prn', 'obj', 'p3', 'nt', 'sg']	['emph', 'obj', 'mf', 'nt']
['prn', 'emph', 'p1', 'mf', 'pl']	['prn', 'obj', 'p1', 'mf', 'pl']	['emph', 'obj']
['prn', 'emph', 'p3', 'mf', 'pl']	['prn', 'obj', 'p3', 'mf', 'pl']	['emph', 'obj']
['np', 'cog', 'mf', 'sg']	['np', 'cog', 'sg']	['mf']
['np', 'top', 'f', 'sg']	['np', 'top', 'pl']	['sg', 'f', 'pl']
['adv', 'enon']	[]	['enon', 'adv']
['prn', 'pro', 'p3', 'm', 'pl']	['prn', 'pro', 'p3', 'mf', 'pl']	['mf', 'm']
['prn', 'pro', 'p3', 'f', 'pl']	['prn', 'pro', 'p3', 'mf', 'pl']	['f', 'mf']
['prn', 'pro', 'p3', 'GD', 'pl']	['prn', 'pro', 'p3', 'mf', 'pl']	['mf', 'GD']
['prn', 'enc', 'p3', 'm', 'pl']	['prn', 'enc', 'p3', 'mf', 'pl']	['mf', 'm']
['prn', 'enc', 'p3', 'f', 'pl']	['prn', 'enc', 'p3', 'mf', 'pl']	['f', 'mf']
['prn', 'enc', 'p3', 'GD', 'pl']	['prn', 'enc', 'p3', 'mf', 'pl']	['mf', 'GD']
['prn', 'tn', 'f', 'sg']	['prn', 'tn', 'm', 'sg']	['f', 'm']
['prn', 'tn', 'f', 'pl']	['prn', 'tn', 'm', 'sg']	['sg', 'f', 'm', 'pl']
['det', 'def', 'GD', 'pl']	['det', 'def', 'mf', 'pl']	['mf', 'GD']
['det', 'def', 'f', 'pl']	['det', 'def', 'mf', 'pl']	['f', 'mf']
['det', 'def', 'm', 'pl']	['det', 'def', 'mf', 'pl']	['mf', 'm']
['det', 'ind', 'mf', 'sp']	['det', 'ind', 'GD', 'sg']	['sp', 'sg', 'mf', 'GD']
['det', 'pos', 'm', 'pl']	['det', 'pos', 'mf', 'pl']	['mf', 'm']
['det', 'pos', 'f', 'pl']	['det', 'pos', 'mf', 'pl']	['f', 'mf']
['det', 'pos', 'GD', 'pl']	['det', 'pos', 'mf', 'pl']	['mf', 'GD']
['prn', 'tn', 'pos', 'GD', 'pl']	['prn', 'tn', 'pos', 'mf', 'pl']	['mf', 'GD']
['prn', 'tn', 'pos', 'f', 'pl']	['prn', 'tn', 'pos', 'mf', 'pl']	['f', 'mf']
['prn', 'tn', 'pos', 'm', 'pl']	['prn', 'tn', 'pos', 'mf', 'pl']	['mf', 'm']
['det', 'dem', 'f', 'pl']	['det', 'dem', 'mf', 'pl']	['f', 'mf']
['det', 'dem', 'm', 'pl']	['det', 'dem', 'mf', 'pl']	['mf', 'm']
['det', 'dem', 'GD', 'pl']	['det', 'dem', 'mf', 'pl']	['mf', 'GD']
['rel', 'an']	['rel']	['an']
['rel', 'an', 'm']	['rel', 'm']	['an']
['rel', 'an', 'f']	['rel', 'f']	['an']
['rel', 'nn', 'nt']	['rel', 'nt']	['nn']
['rel', 'nn', 'm']	['rel', 'm']	['nn']
['rel', 'nn', 'f']	['rel', 'f']	['nn']
['rel', 'nn']	['rel']	['nn']
['num', 'mf', 'sp']	['adj', 'mf', 'sg']	['adj', 'num', 'sp', 'sg']
['np', 'ant', 'm', 'sg']	['ant', 'm', 'sg']	['np']
['prn', 'dem', 'm']	['prn', 'dem', 'mf']	['mf', 'm']
['prn', 'dem', 'f']	['prn', 'dem', 'mf']	['f', 'mf']
['prn', 'dem', 'nt']	['prn', 'dem', 'mf']	['mf', 'nt']
['prn', 'dem', 'GD']	['prn', 'dem', 'mf']	['mf', 'GD']
['prn', 'ref', 'm', 'pl']	['prn', 'ref', 'pl']	['m']
['prn', 'ref', 'f', 'pl']	['prn', 'ref', 'pl']	['f']
['prn', 'ref', 'nt', 'pl']	['prn', 'ref', 'pl']	['nt']
['det', 'def', 'm']	['det', 'def']	['m']
['det', 'def', 'f']	['det', 'def']	['f']
['det', 'def', 'nt']	['det', 'def']	['nt']
['det', 'def', 'GD']	['det', 'def']	['GD']
['det', 'dem', 'nt']	['det', 'dem']	['nt']
['det', 'dem', 'GD']	['det', 'dem']	['GD']
['det', 'ind', 'm']	['det', 'ind']	['m']
['det', 'ind', 'f']	['det', 'ind']	['f']
['det', 'ind', 'nt']	['det', 'ind']	['nt']
['det', 'ind', 'GD']	['det', 'ind']	['GD']
['det', 'pos', 'nt']	['det', 'pos']	['nt']
['det', 'pos', 'mf']	['det', 'pos']	['mf']
['det', 'pos', 'GD']	['det', 'pos']	['GD']
['det', 'qnt', 'm']	['det', 'qnt']	['m']
['det', 'qnt', 'f']	['det', 'qnt']	['f']
['det', 'qnt', 'nt']	['det', 'qnt']	['nt']
['det', 'qnt', 'GD']	['det', 'qnt']	['GD']
['det', 'qnt', 'mf']	['det', 'qnt']	['mf']
['np', 'al', 'f']	['np', 'al']	['f']
['np', 'ant', 'm']	['np', 'ant', 'nt']	['m', 'nt']
['vblex', 'actv', 'pp']	['vblex', 'pp']	['actv']
['vblex', 'actv', 'supn']	['vblex', 'pp']	['supn', 'actv', 'pp']
['vblex', 'midv', 'supn']	['vblex', 'pp']	['supn', 'pp', 'midv']
['vblex', 'pprs']	['vblex', 'ger']	['pprs', 'ger']
['vaux', 'pp']	['vblex', 'pp']	['vaux', 'vblex']
['vaux', 'supn']	['vblex', 'pp']	['supn', 'pp', 'vaux', 'vblex']
['vaux', 'pprs']	['vblex', 'ger']	['vaux', 'pprs', 'vblex', 'ger']
['vblex', 'midv']	['vblex']	['midv']
['n', 'm', 'sg']	['n', 'pl']	['sg', 'm', 'pl']
['n', 'm', 'pl']	['n', 'pl']	['m']
['n', 'nt']	['n', 'acr']	['acr', 'nt']
['n', 'f', 'GD']	['n', 'pl']	['f', 'pl', 'GD']
['n', 'm']	['n', 'acr']	['acr', 'm']
['n', 'nt', 'pl']	['n', 'pl']	['nt']
['n', 'f', 'sg']	['n', 'sg']	['f']
['n', 'nt', 'pl']	['n', 'sg']	['sg', 'nt', 'pl']
['n', 'f', 'ND']	['n', 'sg']	['sg', 'f', 'ND']
['n', 'nt', 'sg']	['n', 'sg']	['nt']
['n', 'nt', 'ND']	['n', 'pl']	['pl', 'nt', 'ND']
['n', 'nt', 'GD']	['n', 'pl']	['pl', 'nt', 'GD']
['n', 'nt', 'GD']	['n', 'sg']	['sg', 'nt', 'GD']
['np', 'top', 'nt', 'pl']	['np', 'top', 'sg']	['sg', 'nt', 'pl']
['np', 'top', 'nt', 'sg']	['np', 'top', 'pl']	['sg', 'pl', 'nt']
['np', 'al', 'nt']	['np', 'al']	['nt']
['n', 'acr', 'nt']	['n', 'acr']	['nt']
['rel', 'adv']	['cnjsub']	['rel', 'cnjsub', 'adv']
['prn', 'pro', 'adv']	['prn', 'pro', 'p3', 'mf', 'sp']	['sp', 'p3', 'mf', 'adv']
['det', 'pos']	['adj', 'pos']	['det', 'adj']
['np', 'loc']	['np', 'top', 'm', 'pl']	['loc', 'top', 'm', 'pl']
['np', 'loc']	['np', 'al', 'f', 'sg']	['al', 'loc', 'sg', 'f']
['np', 'al']	['np', 'ant', 'm', 'sg']	['ant', 'sg', 'al', 'm']
['np', 'al']	['np', 'al', 'f', 'pl']	['f', 'pl']
['np', 'loc']	['np', 'cog', 'mf', 'sp']	['cog', 'loc', 'sp', 'mf']
['np', 'loc']	['np', 'al', 'm', 'sg']	['loc', 'sg', 'al', 'm']
['prn', 'tn']	['prn', 'pro']	['pro', 'tn']
['prn', 'pro', 'ref', 'p3', 'mf', 'sp']	['prn', 'tn', 'm', 'sg']	['sp', 'pro', 'tn', 'p3', 'm', 'ref', 'sg', 'mf']
['prn', 'tn', 'nt']	['prn', 'tn', 'nt', 'pl']	['pl']
['prn', 'tn', 'm', 'pl']	['prn', 'tn', 'nt', 'pl']	['m', 'nt']
['prn', 'tn', 'f', 'pl']	['prn', 'tn', 'nt', 'pl']	['f', 'nt']
['prn', 'tn', 'GD', 'pl']	['prn', 'tn', 'nt', 'pl']	['nt', 'GD']
['n', 'acr', 'f', 'sg']	['np', 'org', 'f', 'sg']	['acr', 'n', 'np', 'org']
['n', 'acr', 'f', 'sg']	['n', 'f', 'sg']	['acr']
['np', 'loc']	['np', 'top', 'f', 'pl']	['loc', 'top', 'f', 'pl']
['n', 'm']	['adj', 'm']	['adj', 'n']
['np', 'loc']	['np', 'hyd', 'm', 'sg']	['loc', 'sg', 'hyd', 'm']
['n', 'f', 'sg']	['n', 'acr', 'm', 'sp']	['sp', 'acr', 'm', 'sg', 'f']
['np', 'loc']	['np', 'hyd', 'f', 'sg']	['loc', 'sg', 'f', 'hyd']
['n', 'acr', 'sp']	['n', 'acr', 'mf', 'sp']	['mf']
['np', 'cog', 'pl']	['np', 'cog', 'mf', 'sp']	['sp', 'mf', 'pl']
['np', 'al', 'pl']	['np', 'al', 'f', 'pl']	['f']
['np', 'al', 'pl']	['np', 'al', 'm', 'pl']	['m']
['np', 'ant']	['np', 'ant', 'm']	['m']
['n', 'ND']	['n', 'f', 'pl']	['f', 'pl', 'ND']
['n', 'pl']	['n', 'm']	['m', 'pl']
['n', 'ND']	['n']	['ND']
['n', 'acr', 'sg']	['n', 'acr', 'm', 'pl']	['sg', 'm', 'pl']
['det', 'pos', 'sp']	['det', 'pos', 'f', 'ND']	['sp', 'f', 'ND']
['det', 'qnt', 'pl']	['det', 'qnt', 'm', 'pl']	['m']
['det', 'qnt', 'sg']	['det', 'qnt', 'm', 'sg']	['m']
['det', 'itg', 'pl']	['det', 'itg', 'mf', 'pl']	['mf']
['det', 'pos']	['det', 'pos', 'f']	['f']
['det', 'pos', 'sg']	['det', 'pos', 'm', 'pl']	['sg', 'm', 'pl']
['adj', 'sint']	['adj', 'f']	['f', 'sint']
['adj', 'sint']	['adj', 'mf', 'mf']	['sint', 'mf']
['prn', 'tn', 'm', 'sg']	['prn', 'tn', 'GD', 'ND']	['sg', 'ND', 'm', 'GD']
['prn', 'tn', 'mf', 'sp']	['prn', 'tn', 'GD', 'sg']	['sp', 'sg', 'mf', 'GD']
['prn', 'tn', 'mf']	['prn', 'tn']	['mf']
['prn', 'm', 'sg']	['prn', 'm', 'GD']	['sg', 'GD']
['tn', 'mf', 'sp']	['prn', 'tn', 'GD', 'ND']	['sp', 'ND', 'prn', 'mf', 'GD']
['prn', 'tn', 'nt', 'sg']	['prn', 'tn', 'm', 'pl']	['sg', 'pl', 'm', 'nt']
['prn', 'tn', 'mf', 'sp']	['prn', 'tn', 'm', 'sg']	['sp', 'm', 'sg', 'mf']
['prn', 'obj', 'p1', 'mf', 'sg']	['prn', 'tn']	['tn', 'p1', 'sg', 'obj', 'mf']
