src_tags	tgt_tags	distinct_tags
['vblex', 'perf', 'iv']	['vblex', 'perf', 'tv']	['tv', 'iv']
['vblex', 'impf', 'tv', 'past']	['vblex', 'dual', 'tv', 'past']	['impf', 'dual']
['vblex', 'impf', 'iv', 'past']	['vblex', 'dual', 'tv', 'past']	['impf', 'tv', 'iv', 'dual']
['vblex', 'impf', 'iv', 'pres']	['vblex', 'dual', 'tv', 'nonpast']	['nonpast', 'impf', 'pres', 'dual', 'tv', 'iv']
['vblex', 'impf', 'iv', 'pprs', 'pasv']	['vblex', 'dual', 'tv', 'pprs', 'pasv']	['impf', 'tv', 'iv', 'dual']
['vblex', 'impf', 'iv', 'pprs', 'actv']	['vblex', 'dual', 'tv', 'pprs', 'actv']	['impf', 'tv', 'iv', 'dual']
['n', 'acr']	['n', 'f']	['acr', 'f']
['n', 'acr']	['n', 'nt']	['acr', 'nt']
['np', 'top']	['np', 'top', 'nt']	['nt']
['np', 'top']	['np', 'top', 'mf']	['mf']
['np', 'top']	['np', 'top', 'f']	['f']
['np', 'al']	['np', 'al', 'mfn']	['mfn']
['vblex', 'sep']	['vblex']	['sep']
['part', 'itg']	['part']	['itg']
['prn', 'tot', 'mfn', 'pl']	['prn', 'tot']	['mfn', 'pl']
['prn', 'itg', 'mfn', 'sp']	['prn', 'itg', 'm', 'sg']	['sp', 'sg', 'mfn', 'm']
['prn', 'rel', 'mfn', 'sp']	['prn', 'rel', 'm', 'sg']	['sp', 'sg', 'mfn', 'm']
['prn', 'ind', 'mfn', 'sp']	['prn', 'ind']	['sp', 'mfn']
['prn', 'tot', 'mfn', 'sp']	['prn', 'tot', 'm', 'sg']	['sp', 'sg', 'mfn', 'm']
['prn', 'ind', 'mfn', 'sp']	['n', 'nt', 'sg']	['sp', 'ind', 'mfn', 'nt', 'prn', 'sg', 'n']
['prn', 'rel']	['prn', 'itg']	['rel', 'itg']
['prn', 'ind', 'mfn', 'sp']	['prn', 'ind', 'm', 'sg']	['sp', 'sg', 'mfn', 'm']
['prn', 'neg', 'mfn', 'sp']	['prn', 'neg', 'm', 'sg']	['sp', 'sg', 'mfn', 'm']
['num', 'coll']	['num']	['coll']
['np', 'al', 'mi']	['np', 'al', 'm']	['m', 'mi']
['np', 'ant', 'ma']	['np', 'ant', 'm']	['ma', 'm']
['n', 'mi']	['n', 'm']	['m', 'mi']
['n', 'ma']	['n', 'm']	['ma', 'm']
['n', 'mi']	['n', 'f']	['f', 'mi']
['n', 'mi']	['n', 'nt']	['mi', 'nt']
['n', 'mi']	['n']	['mi']
['n', 'f', 'pl']	['n', 'nt', 'pl']	['f', 'nt']
['f', 'n']	['n', 'nt']	['f', 'nt']
['n', 'mi']	['m', 'n']	['m', 'mi']
['n', 'f', 'pl']	['n', 'mfn', 'pl']	['f', 'mfn']
['n', 'ma']	['n', 'f']	['ma', 'f']
['n', 'ma']	['n', 'mfn']	['ma', 'mfn']
['np', 'al', 'mi']	['np', 'al', 'mfn']	['mfn', 'mi']
['np', 'top', 'mi']	['np', 'top', 'f']	['f', 'mi']
['part', 'neg']	['adv']	['part', 'adv', 'neg']
['vbser', 'clt', 'pres']	['vbser', 'pres']	['clt']
['vbser', 'lp']	['vbser', 'lp', 'pii']	['pii']
['vbser', 'futII', 'pres']	['vbser', 'pres']	['futII']
['vbser', 'imperf', 'pprs', 'adv']	['vbser', 'pprs', 'adv']	['imperf']
['vbser', 'perf', 'pprs', 'adv']	['adj', 'm', 'sg', 'nom', 'ind']	['perf', 'adj', 'pprs', 'ind', 'vbser', 'sg', 'nom', 'm', 'adv']
['vbser', 'clt', 'aor']	['vbser', 'pres']	['aor', 'clt', 'pres']
['vbser', 'inf']	['vbser']	['inf']
['vbmod', 'imperf', 'pprs', 'adv']	['vbmod', 'pprs', 'adv']	['imperf']
['vbmod', 'perf', 'pprs', 'adv']	['vbmod', 'pprs', 'adv']	['perf']
['vbhaver', 'imperf', 'tv']	['vbhaver']	['imperf', 'tv']
['vbhaver', 'imperf', 'ref']	['vbhaver']	['ref', 'imperf']
['np', 'loc', 'sg']	['n', 'sg']	['loc', 'n', 'np']
['n', 'sg']	['vblex', 'subst', 'peN-an', 'sg']	['peN-an', 'n', 'vblex', 'subst']
['n', 'peN', 'sg']	['n', 'pe', 'sg']	['peN', 'pe']
['vblex', 'subst', 'ke-an', 'ber', 'sg']	['n', 'ke-an', 'sg']	['ber', 'n', 'vblex', 'subst']
['vblex', 'subst', 'ke-an', 'ber', 'sg', 'nya']	['n', 'ke-an', 'sg', 'nya']	['ber', 'n', 'vblex', 'subst']
['vblex', 'subst', 'peN-an', 'sg']	['n', 'sg']	['peN-an', 'n', 'vblex', 'subst']
['n', 'per-an']	['n']	['per-an']
['n', 'actio', 'ber']	['vblex']	['actio', 'ber', 'n', 'vblex']
['adj', 'actio', 'actv', 'si']	['vblex']	['adj', 'actv', 'vblex', 'actio', 'si']
['adj', 'subst', 'peN-an']	['n']	['adj', 'peN-an', 'n', 'subst']
['adj', 'subst', 'peN-an', 'sg']	['n', 'sg']	['adj', 'peN-an', 'n', 'subst']
['adj', 'subst', 'per-an', 'sg']	['n', 'peN-an', 'sg']	['adj', 'per-an', 'peN-an', 'n', 'subst']
['n', 'sg']	['n', 'san', 'sg']	['san']
['n', 'sg']	['adj']	['adj', 'sg', 'n']
['n', 'actio', 'actv']	['vblex']	['actio', 'actv', 'n', 'vblex']
['adj', 'actio', 'ber']	['adj']	['actio', 'ber']
['n', 'ke-an', 'sg', 'nya']	['n', 'sg']	['nya', 'ke-an']
['n', 'actio', 'actv', 'si']	['vblex']	['actv', 'vblex', 'actio', 'n', 'si']
['n', 'actio', 'actv', 'nya']	['vblex']	['actv', 'nya', 'vblex', 'actio', 'n']
['n', 'actio', 'actv', 'per-i']	['n', 'actio', 'actv']	['per-i']
['n', 'actio', 'actv', 'per-i', 'nya']	['vblex']	['actv', 'nya', 'per-i', 'vblex', 'actio', 'n']
['n', 'actio', 'actv', 'si', 'nya']	['vblex']	['actv', 'nya', 'vblex', 'actio', 'n', 'si']
['n', 'actio', 'pasv', 'per-i', 'nya']	['vblex']	['pasv', 'nya', 'per-i', 'vblex', 'actio', 'n']
['n', 'san', 'sg', 'nya']	['n', 'sg']	['nya', 'san']
['vblex', 'actv', 'kan']	['n', 'actio', 'actv', 'kan']	['actio', 'n', 'vblex']
['vblex', 'subst', 'peN-an', 'sg']	['vblex', 'subst', 'san', 'sg']	['peN-an', 'san']
['n', 'actio', 'actv', 'si']	['vblex', 'actv', 'kan']	['kan', 'vblex', 'actio', 'n', 'si']
['n', 'sg']	['vblex', 'subst', 'san', 'sg']	['n', 'san', 'vblex', 'subst']
['n', 'sg']	['n', 'pe', 'sg']	['pe']
['n', 'actio']	['vblex']	['actio', 'n', 'vblex']
['n', 'actio', 'ter']	['vblex']	['ter', 'actio', 'n', 'vblex']
['n', 'sg']	['adj', 'subst', 'ke-an', 'sg']	['adj', 'n', 'ke-an', 'subst']
['adj', 'subst', 'ke-an']	['n']	['adj', 'n', 'ke-an', 'subst']
['adj', 'subst', 'ke-an', 'sg']	['n', 'sg']	['adj', 'n', 'ke-an', 'subst']
['adj', 'actio']	['vblex']	['adj', 'actio', 'vblex']
['adj', 'actio', 'actv', 'kan']	['vblex', 'actv', 'kan']	['adj', 'actio', 'vblex']
['vblex', 'red']	['vblex']	['red']
['vblex', 'subst', 'peN-an']	['n']	['peN-an', 'n', 'vblex', 'subst']
['n', 'actio', 'actv', 'kan']	['vblex']	['actv', 'kan', 'vblex', 'actio', 'n']
['adj', 'subst', 'ke-an', 'sg', 'nya']	['n', 'sg']	['adj', 'nya', 'ke-an', 'n', 'subst']
['adj', 'subst', 'peN', 'sg']	['vblex']	['adj', 'peN', 'vblex', 'sg', 'subst']
['vblex', 'subst', 'pe', 'sg']	['vblex', 'subst', 'peN', 'sg']	['peN', 'pe']
['n', 'sg']	['n', 'red', 'pl']	['sg', 'pl', 'red']
['n', 'red', 'pl']	['n', 'sg']	['sg', 'red', 'pl']
['n', 'san', 'sg']	['n', 'sg']	['san']
['n', 'sg']	['n', 'peN', 'sg']	['peN']
['vblex', 'actv']	['n', 'actio', 'actv']	['actio', 'n', 'vblex']
['vblex', 'subst', 'san', 'sg']	['n', 'san', 'sg']	['n', 'vblex', 'subst']
['adj', 'actio', 'actv', 'kan']	['vblex', 'ber']	['adj', 'actv', 'kan', 'ber', 'vblex', 'actio']
['adj', 'subst', 'san']	['n']	['adj', 'n', 'san', 'subst']
['adj', 'subst', 'san', 'sg']	['adj']	['sg', 'san', 'subst']
['vblex', 'actv', 'nya']	['vblex']	['actv', 'nya']
['vblex', 'subst', 'peN-an', 'sg']	['vblex', 'subst', 'pe-an', 'sg']	['peN-an', 'pe-an']
['vblex', 'subst', 'peN-an', 'sg', 'nya']	['n', 'sg']	['nya', 'vblex', 'peN-an', 'n', 'subst']
['vblex', 'subst', 'per']	['n']	['per', 'n', 'vblex', 'subst']
['vblex', 'subst', 'per', 'red', 'pl']	['n', 'sg']	['pl', 'vblex', 'red', 'sg', 'per', 'n', 'subst']
['vblex', 'subst', 'per', 'sg']	['n', 'sg']	['per', 'n', 'vblex', 'subst']
['vblex', 'subst', 'san', 'sg']	['n', 'sg']	['vblex', 'n', 'san', 'subst']
['vblex', 'ter']	['vblex']	['ter']
['vblex', 'ber']	['vblex']	['ber']
['n', 'san']	['vblex', 'subst', 'pe']	['pe', 'san', 'vblex', 'n', 'subst']
['vblex', 'actv']	['vblex']	['actv']
['vblex', 'actv', 'kan']	['vblex']	['actv', 'kan']
['vblex', 'actv', 'kan', 'nya']	['vblex']	['actv', 'kan', 'nya']
['n', 'per', 'sg']	['n', 'peN', 'sg']	['peN', 'per']
['vblex', 'subst', 'san']	['n']	['vblex', 'n', 'san', 'subst']
['prn', 'tn']	['prn', 'itg']	['tn', 'itg']
['prn', 'itg']	['vblex']	['prn', 'itg', 'vblex']
['n', 'sg']	['n', 'pe', 'red', 'pl']	['sg', 'pe', 'pl', 'red']
['n', 'attr', 'se']	['vblex', 'actv']	['attr', 'vblex', 'actv', 'se', 'n']
['n', 'peN-an']	['n']	['peN-an']
['n', 'peN-an', 'sg']	['n', 'sg']	['peN-an']
['n', 'sg']	['vblex']	['sg', 'n', 'vblex']
['n', 'san']	['n']	['san']
['vblex', 'actv', 'si']	['vblex']	['actv', 'si']
['n', 'sg']	['vblex', 'subst', 'peN', 'sg']	['peN', 'n', 'vblex', 'subst']
['n', 'ke-an', 'sg']	['adj', 'subst', 'ke-an', 'sg']	['adj', 'n', 'subst']
['n', 'sg']	['n', 'per-an', 'sg']	['per-an']
['vblex', 'subst', 'peN']	['n']	['peN', 'n', 'vblex', 'subst']
['vblex', 'subst', 'peN', 'sg']	['n', 'sg']	['peN', 'n', 'vblex', 'subst']
['n', 'san', 'sg']	['adj', 'subst', 'peN', 'sg']	['adj', 'peN', 'san', 'n', 'subst']
['vblex', 'actv']	['vblex', 'actv', 'kan']	['kan']
['vblex', 'ber-an']	['n', 'actio', 'ter']	['ber-an', 'ter', 'vblex', 'actio', 'n']
['vblex', 'subst', 'ke-an', 'ter']	['n']	['ter', 'vblex', 'ke-an', 'n', 'subst']
['vblex', 'subst', 'ke-an', 'ter', 'sg']	['n', 'sg']	['ter', 'vblex', 'ke-an', 'n', 'subst']
['n', 'actio', 'ber']	['n', 'peN', 'sg']	['peN', 'actio', 'ber', 'sg']
['n', 'sg']	['prn', 'p2', 'sg']	['prn', 'p2', 'n']
['vblex', 'actv', 'si']	['adj', 'actio', 'actv']	['adj', 'actio', 'vblex', 'si']
['vblex', 'subst', 'peN-an', 'sg']	['adj', 'subst', 'peN-an', 'sg']	['adj', 'vblex']
['adj', 'subst', 'peN']	['n']	['adj', 'peN', 'n', 'subst']
['adj', 'subst', 'peN', 'sg']	['n', 'sg']	['adj', 'peN', 'n', 'subst']
['n', 'actio', 'ber']	['adj']	['adj', 'actio', 'ber', 'n']
['vblex', 'subst', 'peN-an']	['vblex', 'subst', 'per-an']	['peN-an', 'per-an']
['vblex', 'subst', 'peN-an', 'sg']	['vblex', 'subst', 'per-an', 'sg']	['peN-an', 'per-an']
['adj', 'actio', 'actv']	['vblex']	['adj', 'actio', 'actv', 'vblex']
['adj', 'actio', 'actv', 'per-i']	['vblex']	['adj', 'actv', 'per-i', 'vblex', 'actio']
['adj', 'red']	['adj']	['red']
['n', 'peN', 'sg']	['vblex', 'subst', 'per', 'sg']	['peN', 'vblex', 'per', 'n', 'subst']
['n', 'peN-an', 'sg']	['vblex', 'subst', 'san', 'sg']	['vblex', 'san', 'peN-an', 'n', 'subst']
['n', 'actio', 'actv']	['n', 'actio', 'ber']	['ber', 'actv']
['n', 'peN']	['n']	['peN']
['n', 'peN', 'sg']	['n', 'sg']	['peN']
['np', 'loc', 'sg']	['num']	['num', 'loc', 'sg', 'np']
['n', 'actio', 'actv', 'kan', 'nya']	['vblex']	['actv', 'kan', 'nya', 'vblex', 'actio', 'n']
['n', 'actio', 'pasv', 'per-kan']	['n', 'actio', 'ber']	['pasv', 'ber', 'per-kan']
['n', 'attr', 'se']	['adj']	['adj', 'attr', 'se', 'n']
['n', 'sg']	['adj', 'subst', 'san', 'sg']	['adj', 'n', 'san', 'subst']
['vblex', 'subst', 'ke-an']	['n']	['vblex', 'n', 'ke-an', 'subst']
['vblex', 'subst', 'ke-an', 'sg']	['n', 'sg']	['vblex', 'n', 'ke-an', 'subst']
['vblex', 'subst', 'san', 'sg', 'nya']	['n', 'sg']	['nya', 'vblex', 'san', 'n', 'subst']
['n', 'actio', 'actv']	['n', 'actio', 'actv', 'kan']	['kan']
['n', 'peN-an', 'sg']	['vblex', 'subst', 'peN-an', 'sg']	['n', 'vblex', 'subst']
['n', 'actio', 'actv', 'si']	['n', 'actio', 'actv']	['si']
['n', 'actio', 'ber-an']	['n', 'actio', 'ber']	['ber-an', 'ber']
['n', 'ke-an', 'ter']	['n']	['ter', 'ke-an']
['n', 'ke-an', 'ter', 'sg']	['n', 'sg']	['ter', 'ke-an']
['n', 'peN-an', 'sg']	['n', 'san', 'sg']	['peN-an', 'san']
['n', 'per-an', 'sg']	['n', 'sg']	['per-an']
['n', 'per-an', 'sg', 'nya']	['n', 'sg']	['nya', 'per-an']
['vblex', 'subst', 'peN-an']	['vblex', 'subst', 'san']	['peN-an', 'san']
['prn', 'tn']	['vblex', 'ber']	['prn', 'ber', 'tn', 'vblex']
['n', 'actio', 'ber']	['adj', 'actio', 'ber-an']	['adj', 'ber-an', 'ber', 'n']
['n', 'per-an', 'red', 'pl']	['n', 'sg']	['red', 'sg', 'per-an', 'pl']
['n', 'sg']	['vblex', 'ter']	['sg', 'n', 'vblex', 'ter']
['n', 'sg']	['vblex', 'actv']	['sg', 'actv', 'n', 'vblex']
['prn', 'p3']	['n']	['prn', 'n', 'p3']
['vblex', 'ter']	['vblex', 'actv']	['ter', 'actv']
['vblex', 'subst', 'san']	['vblex', 'subst', 'per-an']	['per-an', 'san']
['vblex', 'ber-an']	['n', 'actio', 'ber']	['ber-an', 'ber', 'vblex', 'actio', 'n']
['vblex', 'subst', 'san']	['n', 'per-an']	['per-an', 'vblex', 'san', 'n', 'subst']
['vblex', 'subst', 'ke-an', 'sg']	['adj', 'actio', 'ber']	['adj', 'ber', 'vblex', 'ke-an', 'sg', 'actio', 'subst']
['adj', 'se']	['vblex']	['adj', 'se', 'vblex']
['n', 'ke-an', 'sg']	['n', 'sg']	['ke-an']
['adj', 'actio', 'actv', 'per']	['vblex']	['adj', 'actv', 'vblex', 'actio', 'per']
['adj', 'ter']	['adj']	['ter']
['n', 'actio', 'actv', 'kan']	['vblex', 'actv', 'kan']	['actio', 'n', 'vblex']
['n', 'ke-an']	['n']	['ke-an']
['adj', 'subst', 'ke-an', 'red', 'pl']	['n', 'sg']	['adj', 'pl', 'ke-an', 'red', 'sg', 'n', 'subst']
['n', 'pe']	['n']	['pe']
['n', 'pe', 'sg']	['n', 'sg']	['pe']
['adj', 'actio', 'actv', 'kan']	['vblex']	['adj', 'actv', 'kan', 'vblex', 'actio']
['vblex', 'subst', 'peN', 'sg', 'nya']	['n', 'sg']	['peN', 'nya', 'vblex', 'n', 'subst']
['vblex', 'subst', 'per-an', 'red', 'pl']	['vblex', 'subst', 'per-an', 'sg']	['sg', 'pl', 'red']
['vblex', 'subst', 'per-an', 'sg']	['vblex', 'subst', 'peN-an', 'sg']	['peN-an', 'per-an']
['n', 'sg']	['n', 'attr', 'se']	['sg', 'attr', 'se']
['vblex', 'actv', 'kan']	['adv', 'actio', 'actv', 'kan']	['actio', 'vblex', 'adv']
['vblex', 'subst', 'ke-an', 'sg']	['adv', 'subst', 'ke-an', 'sg']	['vblex', 'adv']
['vblex', 'subst', 'ke-an', 'sg', 'nya']	['n', 'sg']	['nya', 'vblex', 'ke-an', 'n', 'subst']
['n', 'ke-an', 'sg']	['vblex', 'subst', 'ke-an', 'sg']	['n', 'vblex', 'subst']
['vblex', 'subst', 'peN', 'sg']	['vblex']	['sg', 'peN', 'subst']
['vblex', 'subst', 'san', 'red', 'pl']	['n', 'sg']	['pl', 'san', 'red', 'vblex', 'sg', 'n', 'subst']
['n', 'sg']	['n', 'ke-an', 'sg']	['ke-an']
['vblex', 'subst', 'ke-an', 'sg']	['adj']	['adj', 'vblex', 'ke-an', 'sg', 'subst']
['vblex', 'subst']	['n']	['n', 'vblex', 'subst']
['vblex', 'ber-an']	['vblex']	['ber-an']
['vblex', 'subst', 'per-an']	['n']	['n', 'per-an', 'vblex', 'subst']
['vblex', 'subst', 'per-an', 'sg']	['n', 'sg']	['n', 'per-an', 'vblex', 'subst']
['n', 'actio', 'actv']	['n', 'actio', 'actv', 'si']	['si']
['n', 'per-an', 'sg']	['n', 'per', 'sg']	['per', 'per-an']
['vblex', 'subst', 'peN-an', 'sg']	['vblex', 'subst', 'ke-an', 'sg']	['peN-an', 'ke-an']
['n', 'per-an', 'sg']	['n', 'san', 'sg']	['per-an', 'san']
['adj', 'actio', 'ber-an']	['vblex']	['adj', 'ber-an', 'actio', 'vblex']
['n', 'sg', 'nya']	['adj']	['adj', 'sg', 'n', 'nya']
['n', 'actio', 'actv', 'ber', 'kan']	['vblex', 'actv']	['ber', 'kan', 'vblex', 'actio', 'n']
['n', 'peN-an', 'ber']	['n']	['ber', 'peN-an']
['n', 'peN-an', 'ber', 'sg']	['n', 'sg']	['ber', 'peN-an']
['n', 'red', 'pl']	['vblex', 'subst', 'san', 'red', 'pl']	['n', 'san', 'vblex', 'subst']
['n', 'pe-an', 'sg']	['n', 'sg']	['pe-an']
['n', 'actio', 'actv']	['prn', 'p3', 'red', 'pl']	['actv', 'pl', 'p3', 'red', 'prn', 'actio', 'n']
['n', 'sg']	['adj', 'subst', 'peN-an', 'sg']	['adj', 'peN-an', 'n', 'subst']
['n', 'sg']	['cnjsub']	['cnjsub', 'sg', 'n']
['prn', 'tn']	['adv', 'itg']	['prn', 'tn', 'itg', 'adv']
['vblex', 'subst', 'peN-an', 'sg', 'nya']	['n', 'per-an', 'sg', 'nya']	['per-an', 'vblex', 'peN-an', 'n', 'subst']
['n', 'sg']	['n', 'peN-an', 'sg']	['peN-an']
['n', 'actio', 'ber']	['adj', 'actio', 'ber']	['adj', 'n']
['n', 'peN', 'sg', 'nya']	['n', 'sg']	['peN', 'nya']
['n', 'peN-an', 'sg', 'nya']	['n', 'sg']	['peN-an', 'nya']
['n', 'actio', 'ber']	['vblex', 'ber']	['actio', 'n', 'vblex']
['n', 'sg']	['vblex', 'subst', 'per-an', 'sg']	['n', 'per-an', 'vblex', 'subst']
['vblex', 'pasv', 'kan']	['n', 'actio', 'pasv']	['actio', 'kan', 'n', 'vblex']
['n', 'ke-an', 'sg']	['adj']	['adj', 'sg', 'n', 'ke-an']
['vblex', 'actv']	['adj', 'actio', 'actv', 'kan']	['adj', 'actio', 'kan', 'vblex']
['num', 'ord']	['det', 'ind']	['det', 'num', 'ord', 'ind']
['adj', 'actio', 'ber']	['vblex']	['adj', 'actio', 'ber', 'vblex']
['vblex', 'subst', 'peN']	['n', 'peN']	['n', 'vblex', 'subst']
['vblex', 'subst', 'peN', 'red', 'pl']	['n', 'peN', 'red', 'pl']	['n', 'vblex', 'subst']
['vblex', 'subst', 'peN', 'sg']	['n', 'peN', 'sg']	['n', 'vblex', 'subst']
['vblex', 'subst', 'peN', 'sg', 'nya']	['n', 'peN', 'sg', 'nya']	['n', 'vblex', 'subst']
['vblex', 'subst', 'san', 'sg']	['adj']	['adj', 'vblex', 'san', 'sg', 'subst']
['vblex', 'subst', 'per-an', 'sg', 'nya']	['n', 'sg']	['nya', 'per-an', 'vblex', 'n', 'subst']
['n', 'sg']	['adj', 'actio', 'actv', 'kan']	['adj', 'actv', 'kan', 'sg', 'actio', 'n']
['n', 'actio', 'actv']	['vblex', 'actv']	['actio', 'n', 'vblex']
['n', 'sg']	['adj', 'subst', 'pe', 'sg']	['adj', 'pe', 'n', 'subst']
['n', 'sg']	['n', 'actio', 'ber']	['sg', 'actio', 'ber']
['n', 'sg']	['n', 'pe-an', 'sg']	['pe-an']
['n', 'actio', 'actv', 'si']	['adj', 'actio', 'actv', 'kan']	['adj', 'kan', 'n', 'si']
['n', 'actio', 'ber']	['n', 'actio', 'actv', 'kan']	['kan', 'ber', 'actv']
['n', 'actio', 'actv', 'nya']	['n', 'actio', 'actv', 'kan', 'nya']	['kan']
['vblex', 'subst', 'ke-an', 'ter', 'sg']	['vblex', 'subst', 'per-an', 'sg']	['ter', 'per-an', 'ke-an']
['n', 'pe', 'sg']	['n', 'peN', 'sg']	['peN', 'pe']
['n', 'pe', 'sg', 'nya']	['n', 'sg']	['pe', 'nya']
['adj', 'subst', 'peN', 'sg']	['n', 'pe', 'sg']	['adj', 'peN', 'pe', 'n', 'subst']
['adj', 'subst', 'peN', 'sg', 'nya']	['n', 'pe', 'sg', 'nya']	['adj', 'peN', 'pe', 'n', 'subst']
['adj', 'nya']	['adj']	['nya']
['vblex', 'ter']	['n', 'sg']	['ter', 'sg', 'n', 'vblex']
['n', 'per-an', 'sg']	['vblex', 'subst', 'per-an', 'sg']	['n', 'vblex', 'subst']
['n', 'peN-an', 'sg']	['n', 'ke-an', 'sg']	['peN-an', 'ke-an']
['vblex', 'actv', 'si']	['vblex', 'actv']	['si']
['vblex', 'actv', 'si', 'nya']	['vblex', 'actv', 'nya']	['si']
['vblex', 'subst', 'peN', 'sg']	['adj', 'subst', 'peN', 'sg']	['adj', 'vblex']
['adv', 'actio', 'actv', 'kan']	['vblex']	['actv', 'kan', 'vblex', 'actio', 'adv']
['adv', 'subst', 'ke-an']	['n']	['adv', 'n', 'ke-an', 'subst']
['adv', 'subst', 'ke-an', 'sg']	['n', 'sg']	['adv', 'n', 'ke-an', 'subst']
['n', 'actio', 'actv', 'kan']	['adj']	['adj', 'actv', 'kan', 'actio', 'n']
['n', 'ke-an', 'ber', 'sg']	['adj', 'subst', 'ke-an', 'sg']	['adj', 'ber', 'n', 'subst']
['n', 'ke-an', 'ber', 'sg', 'nya']	['adj', 'subst', 'ke-an', 'sg', 'nya']	['adj', 'ber', 'n', 'subst']
['n', 'actio', 'ber']	['adv']	['actio', 'ber', 'n', 'adv']
['vblex', 'actv', 'si']	['vblex', 'actv', 'kan']	['kan', 'si']
['vblex', 'actv', 'per-kan']	['vblex']	['actv', 'per-kan']
['vblex', 'subst', 'per-an', 'sg']	['n', 'peN-an', 'sg']	['per-an', 'vblex', 'peN-an', 'n', 'subst']
['vblex', 'subst', 'san', 'sg']	['adv']	['adv', 'vblex', 'san', 'sg', 'subst']
['vblex', 'subst', 'san', 'red', 'pl']	['vblex', 'subst', 'san', 'sg']	['sg', 'pl', 'red']
['vblex', 'subst', 'san', 'sg']	['n', 'per-an', 'sg']	['per-an', 'vblex', 'san', 'n', 'subst']
['n', 'ke-an', 'sg']	['n', 'per-an', 'sg']	['per-an', 'ke-an']
['n', 'per-an', 'sg']	['n', 'peN-an', 'sg']	['peN-an', 'per-an']
['vblex', 'subst', 'ke-an', 'sg']	['vblex', 'subst', 'peN-an', 'sg']	['peN-an', 'ke-an']
['vblex', 'actv', 'si', 'nya']	['vblex']	['actv', 'nya', 'si']
['n', 'actio', 'ber']	['n', 'sg']	['actio', 'ber', 'sg']
['adj', 'subst', 'ke-an', 'se', 'sg']	['adj', 'subst', 'san', 'sg']	['se', 'san', 'ke-an']
['adj', 'subst', 'per-an']	['n']	['adj', 'n', 'per-an', 'subst']
['adj', 'subst', 'per-an', 'sg']	['n', 'sg']	['adj', 'n', 'per-an', 'subst']
['n', 'actio', 'actv']	['vblex', 'actv', 'si']	['actio', 'n', 'vblex', 'si']
['n', 'actio', 'ter']	['vblex', 'subst', 'san', 'sg']	['ter', 'vblex', 'san', 'sg', 'actio', 'n', 'subst']
['vblex', 'actv', 'per-kan']	['n', 'san', 'sg']	['vblex', 'per-kan', 'san', 'sg', 'actv', 'n']
['n', 'actio', 'actv']	['adj', 'actio', 'actv']	['adj', 'n']
['n', 'actio', 'ter']	['vblex', 'ter']	['actio', 'n', 'vblex']
['n', 'actio', 'ber-kan']	['vblex']	['actio', 'ber-kan', 'vblex', 'n']
['vblex', 'actv']	['adj', 'actio', 'ber']	['adj', 'ber', 'vblex', 'actio', 'actv']
['vblex', 'subst', 'pe', 'red', 'pl']	['n', 'pe', 'red', 'pl']	['n', 'vblex', 'subst']
['vblex', 'subst', 'pe', 'sg']	['n', 'pe', 'sg']	['n', 'vblex', 'subst']
['vblex', 'subst', 'san', 'red', 'pl']	['n', 'san', 'red', 'pl']	['n', 'vblex', 'subst']
['vblex', 'subst', 'san', 'sg', 'nya']	['n', 'san', 'sg', 'nya']	['n', 'vblex', 'subst']
['vblex', 'actv']	['vblex', 'actv', 'kan', 'nya']	['kan', 'nya']
['vblex', 'ter']	['n', 'actio', 'ber']	['ter', 'ber', 'vblex', 'actio', 'n']
['vblex', 'subst', 'peN-an', 'sg']	['n', 'peN', 'sg']	['peN', 'vblex', 'peN-an', 'n', 'subst']
['n', 'attr', 'se']	['adv']	['attr', 'se', 'n', 'adv']
['n', 'per-an']	['n', 'san']	['per-an', 'san']
['n', 'actio', 'ter']	['adj', 'actio', 'ber-an']	['adj', 'ter', 'n', 'ber-an']
['n', 'san', 'sg']	['vblex', 'subst', 'per', 'sg']	['san', 'vblex', 'per', 'n', 'subst']
['vblex', 'actv', 'si', 'nya']	['n', 'actio', 'actv', 'nya']	['actio', 'n', 'vblex', 'si']
['n', 'sg', 'nya']	['vblex', 'subst', 'san', 'sg', 'nya']	['n', 'san', 'vblex', 'subst']
['n', 'ke-an', 'sg', 'nya']	['n', 'sg', 'nya']	['ke-an']
['n', 'actio', 'ter']	['n', 'actio', 'ber-an']	['ter', 'ber-an']
['n', 'actio', 'pasv']	['vblex']	['pasv', 'actio', 'n', 'vblex']
['n', 'actio', 'pasv', 'nya']	['vblex']	['pasv', 'nya', 'vblex', 'actio', 'n']
['n', 'red', 'pl']	['vblex', 'subst', 'pe', 'red', 'pl']	['pe', 'n', 'vblex', 'subst']
['n', 'sg']	['vblex', 'subst', 'pe', 'sg']	['pe', 'n', 'vblex', 'subst']
['n', 'sg', 'nya']	['vblex', 'subst', 'pe', 'sg', 'nya']	['pe', 'n', 'vblex', 'subst']
['n', 'pe-an']	['n']	['pe-an']
['n', 'sg']	['adv']	['sg', 'n', 'adv']
['n', 'san', 'sg']	['vblex', 'subst', 'san', 'sg']	['n', 'vblex', 'subst']
['vblex', 'actv', 'kan']	['vblex', 'actv', 'per-kan']	['kan', 'per-kan']
['vblex', 'actv', 'per-kan', 'nya']	['vblex']	['actv', 'nya', 'per-kan']
['vblex', 'ter']	['adj', 'ter']	['adj', 'vblex']
